最速下降法:
第1次迭代：f(x_i)=7.711096853704860e-01, x_1=1.612607637710941e-01,x_2=0.000000000000000e+00
第254次迭代：f(x_i)=7.279917193076521e-02, x_1=7.301867854353177e-01,x_2=5.331693108257516e-01
第255次迭代：f(x_i)=7.246066865022846e-02, x_1=7.314426561670724e-01,x_2=5.331709106937581e-01
第256次迭代：f(x_i)=7.212433397172270e-02, x_1=7.314402620586362e-01,x_2=5.350014975129662e-01
第257次迭代：f(x_i)=7.179009846802648e-02, x_1=7.326858055691289e-01,x_2=5.350030584353505e-01
第258次迭代：f(x_i)=7.145783516865283e-02, x_1=7.326840175682620e-01,x_2=5.368232140255522e-01
第259次迭代：f(x_i)=7.112767062429505e-02, x_1=7.339192181430499e-01,x_2=5.368244428892397e-01
第260次迭代：f(x_i)=7.079916751145994e-02, x_1=7.339188705313153e-01,x_2=5.386361865177549e-01
第261次迭代：f(x_i)=7.047276590176212e-02, x_1=7.351451759011773e-01,x_2=5.386365194051064e-01
第262次迭代：f(x_i)=7.014849222064463e-02, x_1=7.351443938339214e-01,x_2=5.404362646809887e-01
第263次迭代：f(x_i)=6.982621561851565e-02, x_1=7.363612331242615e-01,x_2=5.404367313184359e-01
第264次迭代：f(x_i)=6.950616579388030e-02, x_1=7.363597804738359e-01,x_2=5.422236237384236e-01
第265次迭代：f(x_i)=6.918809458764587e-02, x_1=7.375666979822512e-01,x_2=5.422245874008401e-01
第266次迭代：f(x_i)=6.887200979185698e-02, x_1=7.375652283470596e-01,x_2=5.440004183215118e-01
第267次迭代：f(x_i)=6.855785353559894e-02, x_1=7.387630746735658e-01,x_2=5.440013540628245e-01
第268次迭代：f(x_i)=6.824585267923589e-02, x_1=7.387609303798993e-01,x_2=5.457642724010171e-01
第269次迭代：f(x_i)=6.793581912181193e-02, x_1=7.399488087909122e-01,x_2=5.457658395840403e-01
第270次迭代：f(x_i)=6.762752511359038e-02, x_1=7.399470736917426e-01,x_2=5.475191577002254e-01
第271次迭代：f(x_i)=6.732110561815755e-02, x_1=7.411257835218581e-01,x_2=5.475202988974404e-01
第272次迭代：f(x_i)=6.701634668369348e-02, x_1=7.411248437518549e-01,x_2=5.492647644122216e-01
第273次迭代：f(x_i)=6.671342015260526e-02, x_1=7.422955083074850e-01,x_2=5.492653389645890e-01
第274次迭代：f(x_i)=6.641268929839077e-02, x_1=7.422934068283373e-01,x_2=5.509961339640483e-01
第275次迭代：f(x_i)=6.611382550681577e-02, x_1=7.434546878956565e-01,x_2=5.509976545425330e-01
第276次迭代：f(x_i)=6.581691037505090e-02, x_1=7.434519369736241e-01,x_2=5.527166203001241e-01
第277次迭代：f(x_i)=6.552179623805053e-02, x_1=7.446044642856681e-01,x_2=5.527184947064532e-01
第278次迭代：f(x_i)=6.522865087958321e-02, x_1=7.446010017116179e-01,x_2=5.544255991523840e-01
第279次迭代：f(x_i)=6.493724120132627e-02, x_1=7.457442743096395e-01,x_2=5.544278675891692e-01
第280次迭代：f(x_i)=6.464744277315014e-02, x_1=7.457413898511825e-01,x_2=5.561258178768393e-01
第281次迭代：f(x_i)=6.435939137044699e-02, x_1=7.468765080745017e-01,x_2=5.561277885003936e-01
第282次迭代：f(x_i)=6.407314564692240e-02, x_1=7.468732660484629e-01,x_2=5.578149787835135e-01
第283次迭代：f(x_i)=6.378857150486844e-02, x_1=7.479996685209048e-01,x_2=5.578170746268104e-01
第284次迭代：f(x_i)=6.350562009147687e-02, x_1=7.479967892119861e-01,x_2=5.594949024791991e-01
第285次迭代：f(x_i)=6.322433853172559e-02, x_1=7.491150083273825e-01,x_2=5.594968128199538e-01
第286次迭代：f(x_i)=6.294473206857636e-02, x_1=7.491121160962593e-01,x_2=5.611647448057475e-01
第287次迭代：f(x_i)=6.266674949193207e-02, x_1=7.502220014706622e-01,x_2=5.611666153454244e-01
第288次迭代：f(x_i)=6.239034987056533e-02, x_1=7.502193998259168e-01,x_2=5.628250892545631e-01
第289次迭代：f(x_i)=6.211559837484208e-02, x_1=7.513215687740440e-01,x_2=5.628268845173748e-01
第290次迭代：f(x_i)=6.184265463457865e-02, x_1=7.513181703806237e-01,x_2=5.644742478958099e-01
第291次迭代：f(x_i)=6.157123569458196e-02, x_1=7.524116312571327e-01,x_2=5.644763403943508e-01
第292次迭代：f(x_i)=6.130120629100335e-02, x_1=7.524091989084075e-01,x_2=5.661157221035200e-01
第293次迭代：f(x_i)=6.103278593423330e-02, x_1=7.534950435885905e-01,x_2=5.661174279746366e-01
第294次迭代：f(x_i)=6.076588499842374e-02, x_1=7.534926299097452e-01,x_2=5.677472837818486e-01
第295次迭代：f(x_i)=6.050056852481335e-02, x_1=7.545703623891643e-01,x_2=5.677489751698810e-01
第296次迭代：f(x_i)=6.023657111806156e-02, x_1=7.545686033620452e-01,x_2=5.693712034577734e-01
第297次迭代：f(x_i)=5.997408121127788e-02, x_1=7.556391197475281e-01,x_2=5.693723278366354e-01
第298次迭代：f(x_i)=5.971315048855537e-02, x_1=7.556372578404946e-01,x_2=5.709849583303895e-01
第299次迭代：f(x_i)=5.945369844673523e-02, x_1=7.566996824711060e-01,x_2=5.709861372825101e-01
第300次迭代：f(x_i)=5.919550855861077e-02, x_1=7.566987295201587e-01,x_2=5.725911192696475e-01
第301次迭代：f(x_i)=5.893886948620793e-02, x_1=7.577542595806989e-01,x_2=5.725919219170977e-01
第302次迭代：f(x_i)=5.868384159810841e-02, x_1=7.577525212289474e-01,x_2=5.741863790789205e-01
第303次迭代：f(x_i)=5.843024246582706e-02, x_1=7.588005163929223e-01,x_2=5.741874641944404e-01
第304次迭代：f(x_i)=5.817822171693737e-02, x_1=7.587983821163052e-01,x_2=5.757714530943787e-01
第305次迭代：f(x_i)=5.792768141754324e-02, x_1=7.598383598132818e-01,x_2=5.757729791922284e-01
第306次迭代：f(x_i)=5.767834680814474e-02, x_1=7.598368340040219e-01,x_2=5.773497627919580e-01
第307次迭代：f(x_i)=5.743040866911526e-02, x_1=7.608698855249713e-01,x_2=5.773507326541815e-01
第308次迭代：f(x_i)=5.718381043210918e-02, x_1=7.608686342173000e-01,x_2=5.789192591684733e-01
第309次迭代：f(x_i)=5.693858500271820e-02, x_1=7.618942594260343e-01,x_2=5.789200403925429e-01
第310次迭代：f(x_i)=5.669451173374870e-02, x_1=7.618939066167625e-01,x_2=5.804818003286671e-01
第311次迭代：f(x_i)=5.645180574981211e-02, x_1=7.629127232433818e-01,x_2=5.804820248764688e-01
第312次迭代：f(x_i)=5.621035422186367e-02, x_1=7.629127708658474e-01,x_2=5.820360790758166e-01
第313次迭代：f(x_i)=5.597023321560889e-02, x_1=7.639244489893822e-01,x_2=5.820360009432474e-01
第314次迭代：f(x_i)=5.573124176031313e-02, x_1=7.639253472692753e-01,x_2=5.835829280718157e-01
第315次迭代：f(x_i)=5.549364980449446e-02, x_1=7.649300053779389e-01,x_2=5.835825062339354e-01
第316次迭代：f(x_i)=5.525708109355809e-02, x_1=7.649317536739046e-01,x_2=5.851231621372905e-01
第317次迭代：f(x_i)=5.502184441256713e-02, x_1=7.659299454047027e-01,x_2=5.851220707923768e-01
第318次迭代：f(x_i)=5.478778201905595e-02, x_1=7.659321017480470e-01,x_2=5.866551891244334e-01
第319次迭代：f(x_i)=5.455503265853723e-02, x_1=7.669237273801454e-01,x_2=5.866538343258149e-01
第320次迭代：f(x_i)=5.432355620535145e-02, x_1=7.669258590492398e-01,x_2=5.881784754911400e-01
第321次迭代：f(x_i)=5.409336799270077e-02, x_1=7.679108470545694e-01,x_2=5.881771250589692e-01
第322次迭代：f(x_i)=5.386449656681050e-02, x_1=7.679127409444345e-01,x_2=5.896927179334936e-01
第323次迭代：f(x_i)=5.363691170013548e-02, x_1=7.688913074632716e-01,x_2=5.896915646420858e-01
第324次迭代：f(x_i)=5.341080663488878e-02, x_1=7.688922191873180e-01,x_2=5.911969261729230e-01
第325次迭代：f(x_i)=5.318588925047779e-02, x_1=7.698640269076328e-01,x_2=5.911962199153716e-01
第326次迭代：f(x_i)=5.296238644929805e-02, x_1=7.698644172856811e-01,x_2=5.926916457253408e-01
第327次迭代：f(x_i)=5.274013100470999e-02, x_1=7.708293865045276e-01,x_2=5.926914676877175e-01
第328次迭代：f(x_i)=5.251913879281237e-02, x_1=7.708294547921389e-01,x_2=5.941781878052927e-01
第329次迭代：f(x_i)=5.229933902760001e-02, x_1=7.717878028100950e-01,x_2=5.941781295037024e-01
第330次迭代：f(x_i)=5.208067895747650e-02, x_1=7.717880833005647e-01,x_2=5.956574273022042e-01
第331次迭代：f(x_i)=5.186317492140472e-02, x_1=7.727400446947096e-01,x_2=5.956571847154768e-01
第332次迭代：f(x_i)=5.164674314638493e-02, x_1=7.727408021007059e-01,x_2=5.971294268350391e-01
第333次迭代：f(x_i)=5.143149273982237e-02, x_1=7.736867387206476e-01,x_2=5.971289777937915e-01
第334次迭代：f(x_i)=5.121743142433636e-02, x_1=7.736873150974329e-01,x_2=5.985929363440878e-01
第335次迭代：f(x_i)=5.100452168338854e-02, x_1=7.746272720071000e-01,x_2=5.985925732252025e-01
第336次迭代：f(x_i)=5.079295036517330e-02, x_1=7.746270860000449e-01,x_2=6.000471808584450e-01
第337次迭代：f(x_i)=5.058245054554587e-02, x_1=7.755607148732555e-01,x_2=6.000471566279170e-01
第338次迭代：f(x_i)=5.037321346662638e-02, x_1=7.755602231792936e-01,x_2=6.014929720432869e-01
第339次迭代：f(x_i)=5.016507710406558e-02, x_1=7.764876131144212e-01,x_2=6.014932563518308e-01
第340次迭代：f(x_i)=4.995813669040029e-02, x_1=7.764868312730457e-01,x_2=6.029308191589939e-01
第341次迭代：f(x_i)=4.975225375288637e-02, x_1=7.774078714493206e-01,x_2=6.029312232592523e-01
第342次迭代：f(x_i)=4.954735607067594e-02, x_1=7.774076460614628e-01,x_2=6.043620254434814e-01
第343次迭代：f(x_i)=4.934358693357555e-02, x_1=7.783232389942710e-01,x_2=6.043622816958633e-01
第344次迭代：f(x_i)=4.914107994369727e-02, x_1=7.783221263319370e-01,x_2=6.057836900724600e-01
第345次迭代：f(x_i)=4.893962324207390e-02, x_1=7.792314330400631e-01,x_2=6.057843644956842e-01
第346次迭代：f(x_i)=4.873922918710972e-02, x_1=7.792303714334126e-01,x_2=6.071982697632528e-01
第347次迭代：f(x_i)=4.853989354149915e-02, x_1=7.801340471070047e-01,x_2=6.071989672808770e-01
第348次迭代：f(x_i)=4.834172785948716e-02, x_1=7.801324778390893e-01,x_2=6.086043201238349e-01
第349次迭代：f(x_i)=4.814458248675461e-02, x_1=7.810297419322674e-01,x_2=6.086052860083386e-01
第350次迭代：f(x_i)=4.794822467966895e-02, x_1=7.810291694832816e-01,x_2=6.100057730931436e-01
第351次迭代：f(x_i)=4.775287281056506e-02, x_1=7.819212168723972e-01,x_2=6.100060953063542e-01
第352次迭代：f(x_i)=4.755848380314205e-02, x_1=7.819209231052300e-01,x_2=6.113998414506775e-01
第353次迭代：f(x_i)=4.736510932494120e-02, x_1=7.828072523983983e-01,x_2=6.114000400750629e-01
第354次迭代：f(x_i)=4.717261203559193e-02, x_1=7.828074309960867e-01,x_2=6.127876992405681e-01
第355次迭代：f(x_i)=4.698112082723830e-02, x_1=7.836887759491868e-01,x_2=6.127876078643213e-01
第356次迭代：f(x_i)=4.679082063231930e-02, x_1=7.836881406174289e-01,x_2=6.141659937097658e-01
第357次迭代：f(x_i)=4.660152013331432e-02, x_1=7.845632397818053e-01,x_2=6.141664423302484e-01
第358次迭代：f(x_i)=4.641303978471797e-02, x_1=7.845631420013817e-01,x_2=6.155392604525542e-01
第359次迭代：f(x_i)=4.622551426404072e-02, x_1=7.854331131606094e-01,x_2=6.155392860293071e-01
第360次迭代：f(x_i)=4.603893192378879e-02, x_1=7.854331527911526e-01,x_2=6.169054001043900e-01
第361次迭代：f(x_i)=4.585329004336117e-02, x_1=7.862979420116974e-01,x_2=6.169053345775833e-01
第362次迭代：f(x_i)=4.566870816956404e-02, x_1=7.862976178129263e-01,x_2=6.182635298469217e-01
第363次迭代：f(x_i)=4.548505373787110e-02, x_1=7.871567543107566e-01,x_2=6.182636963082843e-01
第364次迭代：f(x_i)=4.530230390896454e-02, x_1=7.871566211765960e-01,x_2=6.196155424041044e-01
第365次迭代：f(x_i)=4.512045173888145e-02, x_1=7.880107655159997e-01,x_2=6.196155439523516e-01
第366次迭代：f(x_i)=4.493965693391295e-02, x_1=7.880102434764659e-01,x_2=6.209593500627850e-01
第367次迭代：f(x_i)=4.475977483721266e-02, x_1=7.888586738427871e-01,x_2=6.209596679312713e-01
第368次迭代：f(x_i)=4.458070519946067e-02, x_1=7.888585658870034e-01,x_2=6.222977960100990e-01
第369次迭代：f(x_i)=4.440252110827889e-02, x_1=7.897018707260380e-01,x_2=6.222978123714177e-01
第370次迭代：f(x_i)=4.422512299432349e-02, x_1=7.897022993288957e-01,x_2=6.236306530700578e-01
第371次迭代：f(x_i)=4.404857977040670e-02, x_1=7.905410708238678e-01,x_2=6.236302817995321e-01
第372次迭代：f(x_i)=4.387312298939739e-02, x_1=7.905408799943477e-01,x_2=6.249542841504599e-01
第373次迭代：f(x_i)=4.369859553848550e-02, x_1=7.913742529455948e-01,x_2=6.249545224988903e-01
第374次迭代：f(x_i)=4.352507325912021e-02, x_1=7.913733643746382e-01,x_2=6.262705104751409e-01
第375次迭代：f(x_i)=4.335240166019085e-02, x_1=7.922012271931935e-01,x_2=6.262710234118980e-01
第376次迭代：f(x_i)=4.318048346264362e-02, x_1=7.922008580157286e-01,x_2=6.275814697543628e-01
第377次迭代：f(x_i)=4.300944685139227e-02, x_1=7.930240331511086e-01,x_2=6.275817589731455e-01
第378次迭代：f(x_i)=4.283929942982311e-02, x_1=7.930234329151818e-01,x_2=6.288851278152048e-01
第379次迭代：f(x_i)=4.267001240829404e-02, x_1=7.938414076944094e-01,x_2=6.288855380987687e-01
第380次迭代：f(x_i)=4.250146673660424e-02, x_1=7.938411614496551e-01,x_2=6.301832979099929e-01
第381次迭代：f(x_i)=4.233377375055910e-02, x_1=7.946545040022964e-01,x_2=6.301834919707722e-01
第382次迭代：f(x_i)=4.216693327662888e-02, x_1=7.946541131865427e-01,x_2=6.314744856336133e-01
第383次迭代：f(x_i)=4.200092686010319e-02, x_1=7.954630616541088e-01,x_2=6.314747512791056e-01
第384次迭代：f(x_i)=4.183606249580080e-02, x_1=7.954613441357073e-01,x_2=6.327560058763350e-01
第385次迭代：f(x_i)=4.167201142118952e-02, x_1=7.962647473324908e-01,x_2=6.327570860461553e-01
第386次迭代：f(x_i)=4.150879253485741e-02, x_1=7.962629350147596e-01,x_2=6.340316850067536e-01
第387次迭代：f(x_i)=4.134638834181437e-02, x_1=7.970613192741548e-01,x_2=6.340328541951756e-01
第388次迭代：f(x_i)=4.118465632029693e-02, x_1=7.970599698472713e-01,x_2=6.353024002959871e-01
第389次迭代：f(x_i)=4.102372295826100e-02, x_1=7.978540004398810e-01,x_2=6.353032606960949e-01
第390次迭代：f(x_i)=4.086360639120434e-02, x_1=7.978525146516745e-01,x_2=6.365662717636961e-01
第391次迭代：f(x_i)=4.070427011650680e-02, x_1=7.986416288797524e-01,x_2=6.365671960672974e-01
第392次迭代：f(x_i)=4.054559488933576e-02, x_1=7.986406329609023e-01,x_2=6.378254643723895e-01
第393次迭代：f(x_i)=4.038766290196222e-02, x_1=7.994251685076231e-01,x_2=6.378260089795214e-01
第394次迭代：f(x_i)=4.023032520905825e-02, x_1=7.994250135016567e-01,x_2=6.390804019780887e-01
第395次迭代：f(x_i)=4.007370738694857e-02, x_1=8.002056969621544e-01,x_2=6.390803826088118e-01
第396次迭代：f(x_i)=3.991800717191622e-02, x_1=8.002050874374709e-01,x_2=6.403272543425326e-01
第397次迭代：f(x_i)=3.976305421958147e-02, x_1=8.009810842506500e-01,x_2=6.403276148943016e-01
第398次迭代：f(x_i)=3.960899818847389e-02, x_1=8.009799057937921e-01,x_2=6.415671047097317e-01
第399次迭代：f(x_i)=3.945565816013472e-02, x_1=8.017507285150289e-01,x_2=6.415677658919740e-01
第400次迭代：f(x_i)=3.930284514072958e-02, x_1=8.017505482723153e-01,x_2=6.428033902750118e-01
第401次迭代：f(x_i)=3.915080845406357e-02, x_1=8.025174253309734e-01,x_2=6.428036036573376e-01
第402次迭代：f(x_i)=3.899950666361410e-02, x_1=8.025170725882651e-01,x_2=6.440329846708379e-01
第403次迭代：f(x_i)=3.884894727176967e-02, x_1=8.032792445540183e-01,x_2=6.440332422828086e-01
第404次迭代：f(x_i)=3.869893986097320e-02, x_1=8.032795388185127e-01,x_2=6.452583851274877e-01
第405次迭代：f(x_i)=3.854966789105285e-02, x_1=8.040377466428406e-01,x_2=6.452582434715899e-01
第406次迭代：f(x_i)=3.840110450481011e-02, x_1=8.040380024424519e-01,x_2=6.464775344085485e-01
第407次迭代：f(x_i)=3.825324982971502e-02, x_1=8.047923007204257e-01,x_2=6.464773708600943e-01
第408次迭代：f(x_i)=3.810635539119879e-02, x_1=8.047915082645865e-01,x_2=6.476881651937642e-01
第409次迭代：f(x_i)=3.796015026949406e-02, x_1=8.055408792671154e-01,x_2=6.476886288402314e-01
第410次迭代：f(x_i)=3.781464349226685e-02, x_1=8.055401240998208e-01,x_2=6.488936379249745e-01
第411次迭代：f(x_i)=3.766983324889554e-02, x_1=8.062849485057774e-01,x_2=6.488941185845075e-01
第412次迭代：f(x_i)=3.752553243488300e-02, x_1=8.062849194490942e-01,x_2=6.500952285348642e-01
第413次迭代：f(x_i)=3.738193010263024e-02, x_1=8.070259389052354e-01,x_2=6.500952831652618e-01
第414次迭代：f(x_i)=3.723898525364921e-02, x_1=8.070259466916488e-01,x_2=6.512910628849572e-01
第415次迭代：f(x_i)=3.709669122466445e-02, x_1=8.077627034919673e-01,x_2=6.512909925503415e-01
第416次迭代：f(x_i)=3.695496420040418e-02, x_1=8.077632602349755e-01,x_2=6.524824060973035e-01
第417次迭代：f(x_i)=3.681390301231539e-02, x_1=8.084956494836729e-01,x_2=6.524820552886462e-01
第418次迭代：f(x_i)=3.667319182009766e-02, x_1=8.084975432747812e-01,x_2=6.536712579231946e-01
第419次迭代：f(x_i)=3.653315586084479e-02, x_1=8.092267842011915e-01,x_2=6.536701258206646e-01
第420次迭代：f(x_i)=3.639387783825861e-02, x_1=8.092282059764615e-01,x_2=6.548523948150964e-01
第421次迭代：f(x_i)=3.625528294016030e-02, x_1=8.099531380416113e-01,x_2=6.548515961649513e-01
第422次迭代：f(x_i)=3.611737340692015e-02, x_1=8.099542872199920e-01,x_2=6.560280941483673e-01
第423次迭代：f(x_i)=3.598006848427381e-02, x_1=8.106748841390858e-01,x_2=6.560272816465906e-01
第424次迭代：f(x_i)=3.584325081080066e-02, x_1=8.106768643698786e-01,x_2=6.572003339861160e-01
第425次迭代：f(x_i)=3.570705171113968e-02, x_1=8.113938663939320e-01,x_2=6.571990668138344e-01
第426次迭代：f(x_i)=3.557147693117878e-02, x_1=8.113959816906567e-01,x_2=6.583669158086438e-01
第427次迭代：f(x_i)=3.543652802494059e-02, x_1=8.121087469995840e-01,x_2=6.583656058239622e-01
第428次迭代：f(x_i)=3.530201764372647e-02, x_1=8.121116946897227e-01,x_2=6.595302743114302e-01
第429次迭代：f(x_i)=3.516812097198103e-02, x_1=8.128210245980432e-01,x_2=6.595284435879840e-01
第430次迭代：f(x_i)=3.503484115630950e-02, x_1=8.128240437949750e-01,x_2=6.606880006603993e-01
第431次迭代：f(x_i)=3.490215552080547e-02, x_1=8.135298424528644e-01,x_2=6.606860955802353e-01
第432次迭代：f(x_i)=3.477029843644284e-02, x_1=8.135320476752550e-01,x_2=6.618378455057288e-01
第433次迭代：f(x_i)=3.463907092017617e-02, x_1=8.142332245666424e-01,x_2=6.618365510051176e-01
第434次迭代：f(x_i)=3.450834967937692e-02, x_1=8.142357732840986e-01,x_2=6.629840802094703e-01
第435次迭代：f(x_i)=3.437822671478048e-02, x_1=8.149331869449961e-01,x_2=6.629825145141568e-01
第436次迭代：f(x_i)=3.424857895455317e-02, x_1=8.149362902560955e-01,x_2=6.641259429647403e-01
第437次迭代：f(x_i)=3.411956697956295e-02, x_1=8.156304818776385e-01,x_2=6.641241553046719e-01
第438次迭代：f(x_i)=3.399133404859506e-02, x_1=8.156326144679296e-01,x_2=6.652600268436230e-01
第439次迭代：f(x_i)=3.386369190136480e-02, x_1=8.163228064003922e-01,x_2=6.652587336395199e-01
第440次迭代：f(x_i)=3.373680775929723e-02, x_1=8.163241785835894e-01,x_2=6.663871300021298e-01
第441次迭代：f(x_i)=3.361054338290238e-02, x_1=8.170099174503698e-01,x_2=6.663863974924891e-01
第442次迭代：f(x_i)=3.348472855754275e-02, x_1=8.170116731917599e-01,x_2=6.675109192387669e-01
第443次迭代：f(x_i)=3.335949183902474e-02, x_1=8.176938376301115e-01,x_2=6.675098612955532e-01
第444次迭代：f(x_i)=3.323469343753673e-02, x_1=8.176961551717857e-01,x_2=6.686310001660880e-01
第445次迭代：f(x_i)=3.311043447832281e-02, x_1=8.183749322036917e-01,x_2=6.686295169053674e-01
第446次迭代：f(x_i)=3.298667455655422e-02, x_1=8.183776652834149e-01,x_2=6.697465732108335e-01
第447次迭代：f(x_i)=3.286346360562923e-02, x_1=8.190527236227551e-01,x_2=6.697448815239406e-01
第448次迭代：f(x_i)=3.274064389702536e-02, x_1=8.190562506121626e-01,x_2=6.708590191636388e-01
第449次迭代：f(x_i)=3.261836681335391e-02, x_1=8.197276937161764e-01,x_2=6.708568496954715e-01
第450次迭代：f(x_i)=3.249634498491048e-02, x_1=8.197325907511392e-01,x_2=6.719693610118876e-01
第451次迭代：f(x_i)=3.237490012443831e-02, x_1=8.204011954846178e-01,x_2=6.719664735274289e-01
第452次迭代：f(x_i)=3.225398417068280e-02, x_1=8.204060744346725e-01,x_2=6.730739184508161e-01
